NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Ituporanga;SC;Cebola;1;25000;25000;1,00;77500;3681,25;0,0475;1472,5;2007;4208500;6700,25; GRANIZO
Ituporanga;SC;Cebola;6;25000;25000;1,00;21000;1197;0,0570;478,8;2007;4208500;8313,38; GRANIZO
Ituporanga;SC;Cebola;7;25000;25000;1,00;43750;2493,76;0,0570;997,5;2007;4208500;2139,38; GRANIZO
Petrolândia;SC;Cebola;4;25000;25000;1,00;18000;1026;0,0570;410,4;2007;4212700;1384,65; GRANIZO
Imbuia;SC;Cebola;5;25000;25000;1,00;37500;2137,5;0,0570;855;2007;4207403;9793,50; GRANIZO
Imbuia;SC;Cebola;8;25000;25000;1,00;60000;3420;0,0570;1368;2007;4207403;11502,00; GRANIZO
Bento Gonçalves;RS;Uva;3;17000;17000;1,00;34896;1458,65;0,0418;729,33;2007;4302105;6849,51; GRANIZO
Bento Gonçalves;RS;Uva;3;33000;33000;1,00;50260;2100,87;0,0418;1050,44;2007;4302105;6980,56; GRANIZO
Pimenta;MG;Tomate;5;78000;78000;1,00;144928,65;6115,99;0,0422;2446,4;2007;3150505;12941,59; GRANIZO
Formosa;GO;Soja;262;2800,2;1960,2;0,70;256760;14678,11;0,0572;7339,06;2007;5208004;4083,33; GRANIZO
Imbuia;SC;Cebola;6;30000;30000;1,00;45000;2137,5;0,0475;855;2007;4207403;3564,00; GRANIZO
Ibiúna;SP;Tomate;0;95000;95000;1,00;7695;324,73;0,0422;129,89;2008;3519709;5635,69; GRANIZO
Brasília;DF;Pêra;40;24800;24800;1,00;650000,34;81185,04;0,1249;32000;2007;5300108;315705,16; GRANIZO
Petrolândia;SC;Cebola;7;25000;25000;1,00;23000;1311;0,0570;524,4;2007;4212700;3036,80; GRANIZO
Bento Gonçalves;RS;Uva;4;16000;16000;1,00;34222,08;1430,48;0,0418;715,24;2007;4302105;19413,90; GRANIZO
Serra Negra;SP;Tomate;4;68200;68200;1,00;61380;2590,21;0,0422;1036,08;2007;3551603;20484,96; GRANIZO
Venda Nova do Imigrante;ES;Tomate;0;70000;70000;1,00;23520;620,92;0,0264;248,37;2007;3205069;8530,70; GRANIZO
Monte Belo do Sul;RS;Uva;7;21000;21000;1,00;70810,1;2959,86;0,0418;1479,93;2007;4312385;1958,09; GRANIZO
Barra do Chapéu;SP;Tomate;1;193546;193546;1,00;54899,32;2316,75;0,0422;926,7;2007;3505351;7927,46; GRANIZO
Bento Gonçalves;RS;Uva;3;20000;20000;1,00;56679;2369,18;0,0418;1184,59;2007;4302105;1390,62; GRANIZO
Farroupilha;RS;Ameixa;6;15000;15000;1,00;250500;16132,04;0,0644;6452,82;2007;4307906;83533,65; GRANIZO
Jarinu;SP;Uva;3;10000;10000;1,00;36000;2358,38;0,0655;1179,19;2007;3525201;3628,80; GRANIZO
Imbuia;SC;Cebola;3;24000;24000;1,00;25200;1436,4;0,0570;574,56;2007;4207403;3347,82; GRANIZO
Taió;SC;Arroz;20;10000;10000;1,00;56000;2066,4;0,0369;1033,2;2007;4217808;11583,46; GRANIZO
Atibaia;SP;Uva;3;12500;12500;1,00;53620;4246,7;0,0792;2123,35;2007;3504107;12647,18; GRANIZO
Ituporanga;SC;Cebola;10;25000;25000;1,00;60000;3420;0,0570;1368;2007;4208500;8082,00; GRANIZO
Monte Belo do Sul;RS;Uva;5;30000;30000;1,00;100193,5;4188,09;0,0418;2094,05;2007;4312385;7195,53; GRANIZO
Franco da Rocha;SP;Uva;0;6000;6000;1,00;5093,28;403,4;0,0792;201,7;2007;3516408;1224,72; GRANIZO
Barra do Chapéu;SP;Tomate;3;193546;193546;1,00;99898,77;4215,74;0,0422;1686,3;2007;3505351;15330,49; GRANIZO
Imbuia;SC;Cebola;9;25000;25000;1,00;45000;2565;0,0570;1026;2007;4207403;1167,00; GRANIZO
Bento Gonçalves;RS;Uva;10;12200;12200;1,00;64505;2696,31;0,0418;1348,16;2007;4302105;4354,92; GRANIZO
Bento Gonçalves;RS;Uva;0;37000;37000;1,00;7326;306,23;0,0418;153,12;2007;4302105;1432,70; GRANIZO
Vista Alegre do Prata;RS;Tomate;1;15000;15000;1,00;13612,5;807,74;0,0593;323,1;2008;4323606;3159,61; GRANIZO
Petrolândia;SC;Cebola;6;25000;25000;1,00;30000;1710;0,0570;684;2007;4212700;2733,00; GRANIZO
Urupema;SC;Maçã;19;10000;10000;1,00;333264;41624,68;0,1249;20812,34;2007;4218954;26265,69; GRANIZO
Ituporanga;SC;Cebola;11;25000;25000;1,00;57750;3291,75;0,0570;1316,7;2007;4208500;5450,03; GRANIZO
Farroupilha;RS;Uva;4;30000;30000;1,00;73255;3062,06;0,0418;1531,03;2007;4307906;4292,48; GRANIZO
Bento Gonçalves;RS;Uva;1;7000;7000;1,00;3745;156,54;0,0418;78,27;2007;4302105;87,78; GRANIZO
Fagundes Varela;RS;Uva;2;20000;20000;1,00;25000;989,97;0,0396;494,99;2007;4307864;6675,00; GRANIZO
Nova Laranjeiras;PR;Tomate;2;50000;50000;1,00;50000;1998,89;0,0400;799,56;2007;4117057;40090,00; GRANIZO
Indaiatuba;SP;Uva;0;17360;17360;1,00;25172;1993,62;0,0792;996,81;2008;3520509;22654,80; GRANIZO
Bento Gonçalves;RS;Uva;2;30000;30000;1,00;37896;1584,05;0,0418;792,03;2007;4302105;2215,00; GRANIZO
Bento Gonçalves;RS;Uva;2;20000;20000;1,00;22492,5;940,19;0,0418;470,1;2007;4302105;13290,36; GRANIZO
Bento Gonçalves;RS;Uva;0;20000;20000;1,00;7000;292,6;0,0418;146,3;2007;4302105;793,10; GRANIZO
Bom Jesus;RS;Maçã;21;20000;20000;1,00;181288;14683,9;0,0810;7341,95;2007;4302303;15575,71; GRANIZO
São Joaquim;SC;Ameixa;5;25000;25000;1,00;200000;37780;0,1889;15112;2007;4216503;121115,52; GRANIZO
Imbuia;SC;Cebola;7;30000;30000;1,00;63000;3591;0,0570;1436,4;2007;4207403;3294,90; GRANIZO
Imbuia;SC;Cebola;14;20000;20000;1,00;70000;3990;0,0570;1596;2007;4207403;5274,00; GRANIZO
São Valentim do Sul;RS;Uva;1;18000;18000;1,00;25920;1062,25;0,0410;531,13;2007;4319711;605,56; GRANIZO
Jarinu;SP;Uva;1;13890;13890;1,00;30335,76;2402,56;0,0792;1201,28;2007;3525201;10588,36; GRANIZO
Pouso Redondo;SC;Arroz;34;10000;10000;1,00;97440;3595,53;0,0369;1797,77;2008;4213708;35287,62; GRANIZO
Pouso Redondo;SC;Arroz;22;10000;10000;1,00;61600;2273,04;0,0369;1136,52;2008;4213708;19866,00; GRANIZO
Imbuia;SC;Cebola;7;25000;25000;1,00;52500;2493,76;0,0475;997,5;2007;4207403;5096,25; GRANIZO
Petrolândia;SC;Cebola;10;25000;25000;1,00;45000;2565;0,0570;1026;2007;4212700;5167,80; GRANIZO
Ituporanga;SC;Cebola;10;25000;25000;1,00;50000;2850;0,0570;1140;2007;4208500;5098,50; GRANIZO
Bento Gonçalves;RS;Uva;3;18000;18000;1,00;69911,5;4418,41;0,0632;2209,21;2007;4302105;43154,20; GRANIZO
Bento Gonçalves;RS;Uva;6;20000;20000;1,00;81355;3400,64;0,0418;1700,32;2007;4302105;20020,81; GRANIZO
Monte Belo do Sul;RS;Uva;1;15000;15000;1,00;11685;488,45;0,0418;244,23;2007;4312385;174,92; GRANIZO
Pimenta;MG;Pimentão;0;30000;30000;1,00;1125;94,9;0,0844;37,96;2007;3150505;357,81; GRANIZO
Pimenta;MG;Tomate;1;80000;80000;1,00;22500;1899;0,0844;759,6;2007;3150505;37133,45; GRANIZO
Pimenta;MG;Tomate;1;80000;80000;1,00;45000;1899;0,0422;759,6;2007;3150505;37133,45; GRANIZO
Pimenta;MG;Pepino;0;20000;20000;1,00;1820;200;0,1099;80;2007;3150505;346,71; GRANIZO
Farroupilha;RS;Pêssego;0;20000;20000;1,00;108800,32;6201,62;0,0570;2480,65;2007;4307906;2700,80; GRANIZO
Farroupilha;RS;Nectarina;2;14286;14286;1,00;29600,16;1906,25;0,0644;762,5;2007;4307906;6757,72; GRANIZO
Ribeirão Branco;SP;Tomate;8;50000;50000;1,00;240000;9594,66;0,0400;3837,86;2007;3543006;77688,00; GRANIZO
Jarinu;SP;Uva;1;20000;20000;1,00;24000;1545,58;0,0644;772,79;2007;3525201;8083,20; GRANIZO
Marechal Cândido Rondon;PR;Milho 2ª safra;32;3216;1768,8;0,55;20753,92;1867,85;0,0900;1120,71;2007;4114609;20497,40; GEADA
Campos Novos Paulista;SP;Soja;24;2933,4;1759,8;0,60;25555,18;779,12;0,0305;389,56;2007;3509809;8397,40; SECA
Bento Gonçalves;RS;Uva;4;18000;18000;1,00;29970;2119,89;0,0707;1059,95;2007;4302105;7380,09; GRANIZO
Bento Gonçalves;RS;Uva;0;24000;24000;1,00;4800;200,64;0,0418;100,32;2007;4302105;1008,00; GRANIZO
Pimenta;MG;Tomate;1;80000;80000;1,00;41580;1754,68;0,0422;701,87;2007;3150505;17839,90; GRANIZO
Bento Gonçalves;RS;Uva;7;20000;20000;1,00;87470;3656,25;0,0418;1828,13;2007;4302105;815,08; GRANIZO
São Joaquim;SC;Ameixa;12;25000;25000;1,00;410000;77449;0,1889;30979,6;2007;4216503;164693,96; GRANIZO
Pouso Redondo;SC;Arroz;45;10000;10000;1,00;126000;4649,4;0,0369;2324,7;2008;4213708;118645,80; GRANIZO
Ituporanga;SC;Cebola;7;25000;25000;1,00;35000;1995;0,0570;798;2007;4208500;4879,00; GRANIZO
Bento Gonçalves;RS;Uva;8;25000;25000;1,00;100668;4207,92;0,0418;2103,96;2007;4302105;2447,68; GRANIZO
Bento Gonçalves;RS;Uva;6;20000;20000;1,00;62398,8;2608,27;0,0418;1304,14;2007;4302105;8494,93; GRANIZO
Veranópolis;RS;Uva;3;20000;20000;1,00;39000;1825,2;0,0468;912,6;2007;4322806;26049,10; GRANIZO
Ituporanga;SC;Cebola;2;25000;25000;1,00;18750;1068,76;0,0570;427,5;2007;4208500;3245,63; GRANIZO
Imbuia;SC;Cebola;15;25000;25000;1,00;112500;6412,52;0,0570;2565,01;2007;4207403;23577,75; GRANIZO
Urupema;SC;Maçã;2;30000;30000;1,00;32200;2010,89;0,0625;1005,45;2007;4218954;1089,68; GRANIZO
Pimenta;MG;Tomate;1;80000;80000;1,00;59400;2506,68;0,0422;1002,67;2007;3150505;10440,29; GRANIZO
Bento Gonçalves;RS;Uva;1;35000;35000;1,00;38200;1596,76;0,0418;798,38;2007;4302105;3850,27; GRANIZO
Imbuia;SC;Cebola;12;20000;20000;1,00;60000;3420;0,0570;1368;2007;4207403;5118,00; GRANIZO
Petrolândia;SC;Cebola;9;25000;25000;1,00;45000;2565;0,0570;1026;2007;4212700;11962,50; GRANIZO
Petrolândia;SC;Cebola;7;25000;25000;1,00;35000;1995;0,0570;798;2007;4212700;12543,00; GRANIZO
São José dos Ausentes;RS;Maçã;33;40000;40000;1,00;680550;52092,75;0,0765;26046,38;2007;4318622;220806,60; GRANIZO
Bento Gonçalves;RS;Uva;2;24500;24500;1,00;29225;1221,61;0,0418;610,81;2007;4302105;112,33; GRANIZO
Imbuia;SC;Cebola;6;19000;19000;1,00;30875;1759,88;0,0570;703,95;2007;4207403;10981,77; GRANIZO
Bento Gonçalves;RS;Uva;3;30000;30000;1,00;57400;2399,32;0,0418;1199,66;2007;4302105;25632,47; GRANIZO
Petrolândia;SC;Cebola;10;25000;25000;1,00;53500;3049,5;0,0570;1219,8;2007;4212700;940,95; GRANIZO
Ituporanga;SC;Cebola;5;25000;25000;1,00;37500;2137,5;0,0570;855;2007;4208500;4136,25; GRANIZO
Jussara;PR;Soja;120;2566,8;1411,8;0,55;101640,13;4574,48;0,0450;2287,24;2007;4113007;57017,67; GRANIZO
Farroupilha;RS;Pêssego;1;15000;15000;1,00;6000;342;0,0570;136,8;2007;4307906;1663,80; GRANIZO
Farroupilha;RS;Pêssego;5;15000;15000;1,00;65600;3739,2;0,0570;1495,68;2007;4307906;3991,60; GRANIZO
Farroupilha;RS;Nectarina;1;15000;15000;1,00;12000;772,8;0,0644;309,12;2007;4307906;3320,40; GRANIZO
Farroupilha;RS;Ameixa;3;16667;16667;1,00;18800,04;1210,72;0,0644;484,29;2007;4307906;5418,26; GRANIZO
Bom Jesus;RS;Maçã;45;25000;25000;1,00;796836,5;64541,84;0,0810;32000;2007;4302303;121576,22; GRANIZO
Petrolândia;SC;Cebola;6;25000;25000;1,00;36000;2052;0,0570;820,8;2007;4212700;5575,20; GRANIZO
Palmas;PR;Maçã;14;30000;30000;1,00;254520;15580,66;0,0612;7790,33;2007;4117602;12170,54; GRANIZO
Palmas;PR;Maçã;10;30000;30000;1,00;200580;11208,01;0,0559;5604,01;2007;4117602;32238,05; GRANIZO
Palmas;PR;Maçã;14;30000;30000;1,00;263520;15991,61;0,0607;7995,81;2007;4117602;362,88; GRANIZO
Ituporanga;SC;Cebola;9;25000;25000;1,00;65250;3719,25;0,0570;1487,7;2007;4208500;6675,08; GRANIZO
Cianorte;PR;Soja;54;2616,6;1439,4;0,55;75365,1;2024,04;0,0269;1012,02;2007;4105508;6180,05; SECA
Veranópolis;RS;Uva;1;20000;20000;1,00;16787;700,86;0,0418;350,43;2007;4322806;394,30; GRANIZO
Urupema;SC;Maçã;0;55000;55000;1,00;29055;3628,97;0,1249;1814,49;2007;4218954;1403,44; GRANIZO
Petrolândia;SC;Cebola;2;25000;25000;1,00;9000;513;0,0570;205,2;2007;4212700;1606,50; GRANIZO
Capão Bonito;SP;Tomate;4;193546;193546;1,00;124798,46;5266,5;0,0422;2106,6;2007;3510203;22648,53; GRANIZO
Ibiúna;SP;Ameixa;1;25000;25000;1,00;60000;7536;0,1256;3014,4;2007;3519709;28266,00; GRANIZO
São Joaquim;SC;Ameixa;5;25000;25000;1,00;170000;32113;0,1889;12845,2;2007;4216503;118931,89; GRANIZO
São Joaquim;SC;Maçã;5;40000;40000;1,00;110000;27478;0,2498;13739;2007;4216503;130823,00; GRANIZO
Quatro Pontes;PR;Milho 2ª safra;43;3216;1768,8;0,55;28251,27;2542,62;0,0900;1525,57;2007;4120853;57876,75; GEADA
Ituporanga;SC;Cebola;4;25000;25000;1,00;30000;1710;0,0570;684;2007;4208500;3126,00; GRANIZO
Ituporanga;SC;Cebola;8;25000;25000;1,00;32000;1824;0,0570;729,6;2007;4208500;1843,20; GRANIZO
Atibaia;SP;Uva;12;16670;16670;1,00;185122,13;14661,67;0,0792;7330,84;2007;3504107;29971,28; GRANIZO
Garibaldi;RS;Uva;5;22000;22000;1,00;64981;2716,21;0,0418;1358,11;2007;4308607;732,33; GRANIZO
Araruna;PR;Soja;617;2619,6;1440,6;0,55;533408,22;16753,18;0,0314;8376,59;2007;4101705;576,25; CHUVA EXCESSIVA
Garibaldi;RS;Uva;2;16000;16000;1,00;25789,5;1704,75;0,0661;852,38;2007;4308607;4516,31; GRANIZO
Bento Gonçalves;RS;Uva;4;25000;25000;1,00;59785,5;2499,03;0,0418;1249,52;2007;4302105;3734,08; GRANIZO
Pimenta;MG;Tomate;0;80000;80000;1,00;19200;810,24;0,0422;324,1;2007;3150505;15567,36; GRANIZO
Monte Belo do Sul;RS;Uva;4;20000;20000;1,00;59000;2466,2;0,0418;1233,1;2007;4312385;1216,00; GRANIZO
Mamborê;PR;Soja;363;2953,2;1624,2;0,55;353739,88;11110,19;0,0314;5555,1;2007;4114005;5658,54; GRANIZO
Monte Belo do Sul;RS;Uva;5;25000;25000;1,00;99730;4168,71;0,0418;2084,36;2007;4312385;17186,99; GRANIZO
Bento Gonçalves;RS;Pêssego;4;7500;7500;1,00;75400;4297,76;0,0570;1719,1;2007;4302105;39284,20; GRANIZO
Bento Gonçalves;RS;Uva;8;12000;12000;1,00;53800;2248,84;0,0418;1124,42;2007;4302105;3018,48; GRANIZO
Imbuia;SC;Cebola;11;30000;30000;1,00;66000;3135;0,0475;1254;2007;4207403;8692,80; GRANIZO
Imbuia;SC;Cebola;8;20000;20000;1,00;40000;2280;0,0570;912;2007;4207403;1911,00; GRANIZO
Bento Gonçalves;RS;Uva;7;22500;22500;1,00;98820;4130,68;0,0418;2065,34;2007;4302105;9258,51; GRANIZO
Bento Gonçalves;RS;Pêssego;7;20000;20000;1,00;65500;4018,5;0,0614;1607,4;2007;4302105;5697,55; GRANIZO
Bento Gonçalves;RS;Uva;4;25000;25000;1,00;50928,75;2128,82;0,0418;1064,41;2007;4302105;835,45; GRANIZO
Veranópolis;RS;Uva;5;10000;10000;1,00;54910;2295,24;0,0418;1147,62;2007;4322806;16661,61; GRANIZO
